Temperature gradient of pure water absorption (m-1  degC-1)
after Roettgers et al. (2013) [1] as distributed with the Water Color Simulator 6 (WASI6) [2]

[1] Roettgers et al. (2013): Pure water spectral absorption, scattering, and real part of refractive index model.
                             Algorithm Theoretical Basis Document "The Water Optical Properties Processor (WOPP).
							 Distribution: Marc Bouvet, ESA/ESRIN
							 Revision 7, May 2013
[2] Gege (2021): The Water Colour Simulator WASI. User manual for WASI version 6.

wavelength_nm	daW/dT
3438	-296.52596
3439	-293.49657
3440	-290.46719
3441	-287.45367
3442	-284.44016
3443	-281.58087
3444	-278.72157
3445	-276.07905
3446	-273.43653
3447	-270.95153
3448	-268.46653
3449	-266.21347
3450	-263.9604
3451	-261.87976
3452	-259.79912
3453	-257.83387
3454	-255.86861
3455	-254.01379
3456	-252.15896
3457	-250.0934
3458	-248.02783
3459	-246.05994
3460	-244.09205
3461	-242.17908
3462	-240.26611
3463	-238.55599
3464	-236.84588
3465	-235.17372
3466	-233.50156
3467	-231.8664
3468	-230.23123
3469	-228.5944
3470	-226.95757
3471	-225.35282
3472	-223.74807
3473	-222.12834
3474	-220.5086
3475	-218.90324
3476	-217.29787
3477	-215.70905
3478	-214.12023
3479	-212.3717
3480	-210.62316
3481	-208.91504
3482	-207.20693
3483	-205.64233
3484	-204.07773
3485	-202.71293
3486	-201.34812
3487	-200.18889
3488	-199.02966
3489	-198.10422
3490	-197.17878
3491	-196.40551
3492	-195.63223
3493	-194.94579
3494	-194.25935
3495	-193.66571
3496	-193.07207
3497	-192.47863
3498	-191.8852
3499	-191.14556
3500	-190.40591
3501	-189.58885
3502	-188.77179
3503	-187.96597
3504	-187.16016
3505	-186.52545
3506	-185.89075
3507	-185.26151
3508	-184.63227
3509	-183.99814
3510	-183.36401
3511	-182.4724
3512	-181.58079
3513	-180.60339
3514	-179.626
3515	-178.55376
3516	-177.48152
3517	-176.44333
3518	-175.40515
3519	-174.26583
3520	-173.12651
3521	-171.68664
3522	-170.24678
3523	-168.7241
3524	-167.20142
3525	-165.649
3526	-164.09659
3527	-162.82825
3528	-161.5599
3529	-160.57544
3530	-159.59097
3531	-158.68176
3532	-157.77256
3533	-156.9515
3534	-156.13045
3535	-155.39438
3536	-154.65831
3537	-153.94441
3538	-153.23051
3539	-152.51189
3540	-151.79328
3541	-151.10299
3542	-150.4127
3543	-149.84959
3544	-149.28647
3545	-148.60385
3546	-147.92123
3547	-147.26126
3548	-146.60129
3549	-146.15197
3550	-145.70266
3551	-145.37359
3552	-145.04451
3553	-144.70084
3554	-144.35717
3555	-143.92375
3556	-143.49033
3557	-143.09162
3558	-142.69292
3559	-142.22598
3560	-141.75904
3561	-141.2765
3562	-140.79396
3563	-140.32609
3564	-139.85823
3565	-139.4524
3566	-139.04657
3567	-138.65982
3568	-138.27306
3569	-137.59093
3570	-136.90879
3571	-136.31969
3572	-135.73059
3573	-135.10935
3574	-134.48812
3575	-133.73018
3576	-132.97223
3577	-132.27783
3578	-131.58342
3579	-130.67253
3580	-129.76164
3581	-128.83867
3582	-127.91571
3583	-127.07088
3584	-126.22605
3585	-125.47494
3586	-124.72383
3587	-124.09804
3588	-123.47224
3589	-123.00833
3590	-122.54441
3591	-122.16866
3592	-121.79291
3593	-121.34753
3594	-120.90216
3595	-120.47035
3596	-120.03854
3597	-119.77033
3598	-119.50211
3599	-119.32187
3600	-119.14163
3601	-119.0372
3602	-118.93277
3603	-118.94396
3604	-118.95515
3605	-119.04189
3606	-119.12864
3607	-119.1362
3608	-119.14377
3609	-119.11707
3610	-119.09037
3611	-119.17707
3612	-119.26377
3613	-119.31977
3614	-119.37577
3615	-119.29859
3616	-119.2214
3617	-119.10047
3618	-118.97954
3619	-118.87763
3620	-118.77571
3621	-118.65311
3622	-118.53052
3623	-118.08734
3624	-117.64417
3625	-117.41899
3626	-117.19381
3627	-117.031
3628	-116.86819
3629	-116.66125
3630	-116.45432
3631	-116.39936
3632	-116.3444
3633	-116.12512
3634	-115.90584
3635	-115.60728
3636	-115.30873
3637	-114.9917
3638	-114.67468
3639	-114.37814
3640	-114.0816
3641	-113.81145
3642	-113.5413
3643	-113.25078
3644	-112.96026
3645	-112.86443
3646	-112.7686
3647	-112.73761
3648	-112.70662
3649	-112.55692
3650	-112.40721
3651	-112.17355
3652	-111.93989
3653	-111.74671
3654	-111.55352
3655	-111.27981
3656	-111.00609
3657	-110.70774
3658	-110.40939
3659	-110.18351
3660	-109.95764
3661	-109.68496
3662	-109.41229
3663	-109.03355
3664	-108.65482
3665	-108.36055
3666	-108.06628
3667	-108.05277
3668	-108.03926
3669	-108.12474
3670	-108.21023
3671	-108.10981
3672	-108.00939
3673	-107.92418
3674	-107.83897
3675	-107.84238
3676	-107.84578
3677	-107.79956
3678	-107.75334
3679	-107.67398
3680	-107.59462
3681	-107.53518
3682	-107.47574
3683	-107.26698
3684	-107.05821
3685	-106.91171
3686	-106.76521
3687	-106.92492
3688	-107.08463
3689	-107.18346
3690	-107.28228
3691	-107.40642
3692	-107.53057
3693	-107.60933
3694	-107.68808
3695	-107.75187
3696	-107.81565
3697	-107.94077
3698	-108.06589
3699	-108.0212
3700	-107.9765
3701	-107.96253
3702	-107.94857
3703	-108.07132
3704	-108.19407
3705	-108.33363
3706	-108.4732
3707	-108.5728
3708	-108.67239
3709	-108.74082
3710	-108.80925
3711	-108.79479
3712	-108.78033
3713	-108.74956
3714	-108.7188
3715	-108.77163
3716	-108.82445
3717	-109.00502
3718	-109.18559
3719	-109.42555
3720	-109.66551
3721	-109.73416
3722	-109.80281
3723	-109.77256
3724	-109.74232
3725	-109.76128
3726	-109.78025
3727	-109.7746
3728	-109.76896
3729	-109.78762
3730	-109.80629
3731	-109.83815
3732	-109.87001
3733	-109.96711
3734	-110.06421
3735	-110.15322
3736	-110.24223
3737	-110.33682
3738	-110.4314
3739	-110.50902
3740	-110.58664
3741	-110.5334
3742	-110.48015
3743	-110.44258
3744	-110.40502
3745	-110.39538
3746	-110.38573
3747	-110.41419
3748	-110.44266
3749	-110.5553
3750	-110.66795
3751	-110.82635
3752	-110.98475
3753	-111.17103
3754	-111.35732
3755	-111.55388
3756	-111.75044
3757	-111.8798
3758	-112.00915
3759	-112.07694
3760	-112.14474
3761	-112.27214
3762	-112.39954
3763	-112.54508
3764	-112.69062
3765	-112.86729
3766	-113.04396
3767	-113.20758
3768	-113.3712
3769	-113.49795
3770	-113.62469
3771	-113.80464
3772	-113.98459
3773	-114.13787
3774	-114.29116
3775	-114.4227
3776	-114.55425
3777	-114.70637
3778	-114.8585
3779	-114.99612
3780	-115.13374
3781	-115.24842
3782	-115.3631
3783	-115.46962
3784	-115.57614
3785	-115.63957
3786	-115.703
3787	-115.75677
3788	-115.81053
3789	-115.88704
3790	-115.96354
3791	-116.08588
3792	-116.20822
3793	-116.3178
3794	-116.42738
3795	-116.51242
3796	-116.59745
3797	-116.73231
3798	-116.86717
3799	-117.00473
3800	-117.14228
3801	-117.20281
3802	-117.26334
3803	-117.34423
3804	-117.42511
3805	-117.55382
3806	-117.68252
3807	-117.82792
3808	-117.97332
3809	-118.05405
3810	-118.13479
3811	-118.25039
3812	-118.36599
3813	-118.53539
3814	-118.70478
3815	-118.89601
3816	-119.08724
3817	-119.23867
3818	-119.3901
3819	-119.54006
3820	-119.69001
3821	-119.88408
3822	-120.07814
3823	-120.25639
3824	-120.43463
3825	-120.62978
3826	-120.82494
3827	-120.98532
3828	-121.14571
3829	-121.28052
3830	-121.41534
3831	-121.51739
3832	-121.61944
3833	-121.75018
3834	-121.88091
3835	-122.09401
3836	-122.30711
3837	-122.60816
3838	-122.9092
3839	-123.19583
3840	-123.48246
3841	-123.71572
3842	-123.94897
3843	-124.16012
3844	-124.37126
3845	-124.61668
3846	-124.86209
3847	-125.09319
3848	-125.32429
3849	-125.46419
3850	-125.60408
3851	-125.74615
3852	-125.88823
3853	-126.05636
3854	-126.22449
3855	-126.37079
3856	-126.51709
3857	-126.63967
3858	-126.76226
3859	-126.94594
3860	-127.12961
3861	-127.33195
3862	-127.53429
3863	-127.71906
3864	-127.90383
3865	-128.05805
3866	-128.21227
3867	-128.41651
3868	-128.62074
3869	-128.8905
3870	-129.16025
3871	-129.38426
3872	-129.60826
3873	-129.76534
3874	-129.92241
3875	-130.13794
3876	-130.35347
3877	-130.61736
3878	-130.88124
3879	-131.10277
3880	-131.3243
3881	-131.49263
3882	-131.66096
3883	-131.81856
3884	-131.97616
3885	-132.17556
3886	-132.37496
3887	-132.63169
3888	-132.88842
3889	-133.1911
3890	-133.49377
3891	-133.86044
3892	-134.22712
3893	-134.568
3894	-134.90887
3895	-135.22571
3896	-135.54255
3897	-135.8392
3898	-136.13584
3899	-136.39689
3900	-136.65793
3901	-136.91306
3902	-137.16819
3903	-137.39836
3904	-137.62853
3905	-137.84462
3906	-138.06071
3907	-138.26946
3908	-138.47821
3909	-138.68632
3910	-138.89443
3911	-139.12779
3912	-139.36115
3913	-139.61868
3914	-139.87621
3915	-140.11373
3916	-140.35125
3917	-140.61283
3918	-140.87441
3919	-141.15548
3920	-141.43656
3921	-141.70088
3922	-141.9652
3923	-142.22191
3924	-142.47861
3925	-142.7775
3926	-143.07639
3927	-143.37749
3928	-143.67858
3929	-143.91275
3930	-144.14691
3931	-144.34092
3932	-144.53493
3933	-144.76416
3934	-144.99339
3935	-145.22055
3936	-145.44772
3937	-145.66654
3938	-145.88535
3939	-146.11209
3940	-146.33883
3941	-146.61387
3942	-146.88891
3943	-147.20375
3944	-147.51859
3945	-147.8295
3946	-148.14041
3947	-148.41393
3948	-148.68745
3949	-148.91594
3950	-149.14442
3951	-149.36611
3952	-149.58781
3953	-149.82108
3954	-150.05435
3955	-150.3209
3956	-150.58745
3957	-150.85125
3958	-151.11505
3959	-151.34032
3960	-151.5656
3961	-151.75149
3962	-151.93738
3963	-152.18569
3964	-152.43399
3965	-152.76117
3966	-153.08835
3967	-153.37737
3968	-153.66638
3969	-153.94019
3970	-154.214
3971	-154.47782
3972	-154.74165
3973	-155.04107
3974	-155.34049
3975	-155.63385
3976	-155.92721
3977	-156.23565
3978	-156.54408
3979	-156.84241
3980	-157.14075
3981	-157.42431
3982	-157.70787
3983	-157.98113
3984	-158.2544
3985	-158.57095
3986	-158.8875
3987	-159.1672
3988	-159.44691
3989	-159.67762
3990	-159.90832
3991	-160.17339
3992	-160.43847
3993	-160.7319
3994	-161.02534
3995	-161.33083
3996	-161.63632
3997	-161.93835
3998	-162.24038
3999	-162.53966
4000	-162.83894
